product_id,units_sold,season,festival,unit_price_retail,price,discount,category,sales_value,interaction_score,sentiment_score,season_enc,category_enc,sent_bin
22386,21465,summer,1,2.596114701130856,143.6628,19.525,snack_foods,2085.2856,8,0.05951852400356048,2,13,"(0.0476, 0.0864]"
23203,20603,autumn,1,2.2728479999999998,106.60799999999999,3.7399999999999998,frozen_foods,1193.1136000000001,2,0.033492937901448284,3,5,"(0.0089, 0.0476]"
20725,19553,autumn,1,2.127373040752351,168.08073333333334,21.483333333333334,breakfast,3368.9480000000003,11,-0.04411053979979524,3,2,"(-0.0686, -0.0298]"
22086,19355,autumn,1,3.356833333333334,189.3472,10.92,soft_drinks,1890.872,7,-0.01810480251524099,3,14,"(-0.0298, 0.0089]"
84946,19246,autumn,1,1.5287486398258978,116.2992,13.9375,health_and_hygiene,1274.3412,2,0.002907788992511888,3,8,"(-0.0298, 0.0089]"
47566,18299,spring,1,5.790878734622145,109.85119999999999,8.120000000000001,fruits_and_vegetables,873.5295999999998,5,-0.016791774979331778,1,6,"(-0.0298, 0.0089]"
84991,18214,spring,1,0.6865121668597914,114.37171428571428,7.799999999999999,household,1665.4511428571427,1,-0.03900663271353479,1,9,"(-0.0686, -0.0298]"
22355,18153,autumn,1,1.211588888888889,263.8139428571429,18.314285714285713,dairy,3879.5214857142855,3,-0.05782808015704938,3,4,"(-0.0686, -0.0298]"
22469,17979,winter,1,1.9563488182559088,51.020799999999994,4.42,canned,728.65152,1,-0.09268017584808232,0,3,"(-0.107, -0.0686]"
20724,17771,autumn,1,1.1399049429657795,101.79986666666667,14.700000000000001,snack_foods,2067.7528666666667,1,-0.01250073429676811,3,13,"(-0.0298, 0.0089]"
85099F,17377,summer,1,2.367729468599034,37.64973333333333,11.25,baking_goods,534.1935333333333,3,-0.033584208542483306,2,0,"(-0.0686, -0.0298]"
84755,16449,spring,1,0.7267993630573248,130.8968,7.4799999999999995,household,2375.04176,4,0.020599118400435434,1,9,"(0.0089, 0.0476]"
22961,16412,winter,1,1.9029683490162534,119.53534285714285,6.257142857142857,dairy,1004.5019714285716,5,-0.02315722657717668,0,4,"(-0.0298, 0.0089]"
22693,16244,autumn,1,1.4859344262295082,75.4854,4.1,frozen_foods,1467.0902999999998,1,-0.04113756379315208,3,5,"(-0.0686, -0.0298]"
22952,16079,autumn,1,0.7593836671802774,96.0094,7.539999999999999,meat,1409.09912,2,-0.011430154782448321,3,10,"(-0.0298, 0.0089]"
21213,15176,autumn,1,0.7949335302806501,121.00806666666666,2.5,fruits_and_vegetables,1726.0865000000001,3,0.013228263126718029,3,6,"(0.0089, 0.0476]"
22151,15150,autumn,1,0.5775,220.2206,3.3,baking_goods,2928.8541999999998,1,-0.06605135417092972,3,0,"(-0.0686, -0.0298]"
23199,14920,summer,1,2.568937246963563,196.79108571428574,1.8000000000000003,soft_drinks,3491.0747428571426,4,-0.024055902943529564,2,14,"(-0.0298, 0.0089]"
21790,14528,autumn,1,1.0148936170212766,206.44799999999998,1.1,meat,4231.159,4,-0.07583848481951597,3,10,"(-0.107, -0.0686]"
22629,14260,autumn,1,2.190414847161572,106.3155,16.1375,canned,1637.868,4,-0.09399638873418192,3,3,"(-0.107, -0.0686]"
21731,14009,autumn,1,2.3844199535962876,220.3614,6.8,dairy,3270.24315,1,0.021150245394523755,3,4,"(0.0089, 0.0476]"
85099C,13922,autumn,1,2.60338266384778,88.4606,12.25,baking_goods,1142.5128,1,-0.08800805741133372,3,0,"(-0.107, -0.0686]"
22423,13890,spring,1,13.963080733036156,177.80582857142858,5.3428571428571425,snack_foods,1784.3439999999998,5,0.013651905408312357,1,13,"(0.0089, 0.0476]"
84568,13882,autumn,1,0.38533783783783787,179.491,3.975,baking_goods,2336.958,1,-0.024402370032539387,3,0,"(-0.0298, 0.0089]"
84826,13705,winter,1,0.5664864864864865,141.52102857142856,4.2,canned,1955.9301714285716,1,0.002755906164476447,0,3,"(-0.0298, 0.0089]"
21931,13654,summer,1,2.7448370927318297,143.81453333333334,2.733333333333333,meat,3229.573866666666,1,0.05107509488342972,2,10,"(0.0476, 0.0864]"
71459,13605,spring,1,0.9382312925170068,82.4526,22.375,soft_drinks,1421.483,1,-0.03945636887736709,1,14,"(-0.0686, -0.0298]"
23201,13379,autumn,1,2.390556768558952,188.50719999999998,4.76,hard_drinks,2874.12544,4,-0.01795742461531463,3,7,"(-0.0298, 0.0089]"
84992,13360,winter,1,0.681826625386997,54.58694285714286,13.714285714285714,dairy,639.4533428571428,1,-0.053733817081394845,0,4,"(-0.0686, -0.0298]"
16014,13328,autumn,1,0.4014814814814815,146.7135,17.8875,snack_foods,2160.521,1,0.004012549485588688,3,13,"(-0.0298, 0.0089]"
20713,13324,winter,1,2.7390074074074073,165.36753333333334,4.416666666666667,meat,2099.9332,1,0.009227265116967307,0,10,"(0.0089, 0.0476]"
20719,13310,autumn,1,1.2046117647058823,213.73933333333332,12.833333333333334,meat,3195.84,1,-0.023298096831338225,3,10,"(-0.0298, 0.0089]"
23209,13289,autumn,1,1.8217348754448397,46.00600000000001,1.8571428571428572,soft_drinks,892.1719999999999,2,0.08338421031535695,3,14,"(0.0476, 0.0864]"
21080,13212,spring,1,1.0908094768015795,100.5873142857143,17.928571428571427,fruits_and_vegetables,1142.1323428571427,1,0.036973173461759344,1,6,"(0.0089, 0.0476]"
20668,12979,autumn,1,0.16364864864864864,41.007999999999996,17.34,breakfast,399.48,2,0.005566324925315545,3,2,"(-0.0298, 0.0089]"
21181,12723,winter,1,2.409126436781609,190.46460000000002,15.540000000000001,fruits_and_vegetables,2904.48592,1,-0.03857734023650574,0,6,"(-0.0686, -0.0298]"
22993,12672,spring,1,1.4950907441016332,150.3208,4.2,baking_goods,1730.4142000000002,1,-0.008997835090164035,1,0,"(-0.0298, 0.0089]"
22411,12602,autumn,1,2.683806722689076,143.13588888888887,15.88888888888889,others,2926.5608888888887,2,0.011488194359285317,3,11,"(0.0089, 0.0476]"
22383,12553,summer,1,2.1587641296156743,187.48979999999997,5.833333333333333,snack_foods,3928.8858,1,0.03840157600641951,2,13,"(0.0089, 0.0476]"
22969,12532,winter,1,1.7919783616692428,175.857,3.56,canned,3634.6022,3,0.04211241173798918,0,3,"(0.0089, 0.0476]"
84978,12512,spring,1,1.48236092265943,146.77599999999998,9.933333333333334,dairy,1318.2839999999999,1,0.0934340486974084,1,4,"(0.0864, 0.125]"
22998,12490,autumn,1,0.4961721611721611,42.3296,14.5,fruits_and_vegetables,488.47526666666664,21,0.018451586488206505,3,6,"(0.0089, 0.0476]"
21975,12340,autumn,1,0.6237147335423198,221.79720000000003,2.3,fruits_and_vegetables,4091.7404799999995,1,0.10539017272120887,3,6,"(0.0864, 0.125]"
20727,12240,autumn,1,2.09847891566265,93.912,19.48,snack_foods,1771.0279999999998,1,-0.012206995815466522,3,13,"(-0.0298, 0.0089]"
21175,12225,autumn,1,2.7661735941320296,232.8642,8.314285714285715,dairy,2522.811314285714,7,-0.0014179464628687004,3,4,"(-0.0298, 0.0089]"
23206,12183,summer,1,2.052082166199813,191.2596,10.925,frozen_foods,2531.87095,1,0.019009794675571866,2,5,"(0.0089, 0.0476]"
23307,12063,autumn,1,0.6812844036697248,44.90946666666667,2.7999999999999994,snack_foods,454.07559999999995,2,0.018988038235887617,3,13,"(0.0089, 0.0476]"
23310,12050,autumn,1,0.47804878048780486,149.28833333333333,7.566666666666666,frozen_foods,2072.3025000000002,3,0.04187109466856723,3,5,"(0.0089, 0.0476]"
21232,11855,autumn,1,1.6712455516014233,262.0719,8.4375,breads,3761.353875,8,-0.05488864089920913,3,1,"(-0.0686, -0.0298]"
20728,11817,summer,1,2.0593526405451446,58.57048571428572,7.1000000000000005,dairy,965.0295428571428,61,-0.019636868139422965,2,4,"(-0.0298, 0.0089]"
22630,11793,autumn,1,2.3258323765786453,181.7376,2.1799999999999997,household,2897.5616,1,0.07198344900569366,3,9,"(0.0476, 0.0864]"
21137,11656,autumn,1,4.211899736147757,170.54479999999998,14.3,household,2897.5616,45,-0.0009752264270432368,3,9,"(-0.0298, 0.0089]"
22659,11523,winter,1,2.3104098360655736,192.1912,2.475,frozen_foods,2741.93085,58,0.039827034382810204,0,5,"(0.0089, 0.0476]"
23202,11062,autumn,1,2.2927752808988764,254.1106,4.025,fruits_and_vegetables,5023.1281,3,0.015107715840943232,3,6,"(0.0089, 0.0476]"
21929,11007,summer,1,2.6776632302405496,143.81453333333334,2.733333333333333,meat,3229.573866666666,5,0.024067699894670495,2,10,"(0.0089, 0.0476]"
20971,11001,autumn,1,1.4184803001876172,180.0718,3.2,fruits_and_vegetables,1984.7498,1,0.01445062277661694,3,6,"(0.0089, 0.0476]"
22577,10610,autumn,1,0.4976036036036035,241.8012,27.25,soft_drinks,2908.2144,6,-0.010691340921093353,3,14,"(-0.0298, 0.0089]"
22910,10604,autumn,1,3.3641885441527446,119.0874,3.175,snack_foods,2399.8761,1,0.09104493378946765,3,13,"(0.0864, 0.125]"
21326,10583,autumn,1,0.8180857142857142,240.97380000000004,2.8,baking_goods,5143.57132,1,0.0453743793110736,3,0,"(0.0089, 0.0476]"
84945,10557,autumn,1,0.9517280453257789,181.83006666666665,13.016666666666666,baking_goods,3120.2717,1,-0.03701371455043769,3,0,"(-0.0686, -0.0298]"
21498,10551,autumn,1,0.4180415430267062,114.13426666666668,5.983333333333333,snack_foods,2099.4893333333334,4,0.03317140596605485,3,13,"(0.0089, 0.0476]"
22384,10515,summer,1,2.02645478961504,94.9152,17.44,meat,1783.2787200000002,1,0.07079581787279293,2,10,"(0.0476, 0.0864]"
21928,10473,spring,1,2.6939483394833945,55.768,10.3,health_and_hygiene,749.8572499999999,1,-0.043631676505696916,1,8,"(-0.0686, -0.0298]"
22382,10464,autumn,1,2.008473282442748,237.8814,20.475,soft_drinks,3634.9350999999997,7,0.06896546677753768,3,14,"(0.0476, 0.0864]"
22578,10462,autumn,1,0.47009398496240595,234.3958,1.04,household,4814.1334799999995,1,0.06968143379286722,3,9,"(0.0476, 0.0864]"
79321,10423,winter,1,6.719320531757756,193.54780000000002,12.25,others,2551.0126999999998,1,0.03648933982786947,0,11,"(0.0089, 0.0476]"
23077,10415,autumn,1,1.3451594202898551,228.6852,3.15,canned,5229.637066666667,1,-0.02318106875684557,3,3,"(-0.0298, 0.0089]"
21166,10364,autumn,1,2.386089918256131,61.4286,7.025,fruits_and_vegetables,719.7298,396,0.0666409397178134,3,6,"(0.0476, 0.0864]"
84212,10315,summer,1,0.8927927927927929,185.42573333333334,9.933333333333332,others,2344.5037333333335,17,-0.09825758735903073,2,11,"(-0.107, -0.0686]"
23344,10306,autumn,1,2.413128415300547,105.1964,4.375,fruits_and_vegetables,920.4685,2,0.08032003763255657,3,6,"(0.0476, 0.0864]"
21108,10253,autumn,1,2.30876404494382,216.3692,1.6,household,4044.735,1,-0.0008753224594138554,3,9,"(-0.0298, 0.0089]"
23343,9981,autumn,1,2.405458248472505,102.2932,3.6400000000000006,fruits_and_vegetables,881.78552,2,-0.0059398631566067416,3,6,"(-0.0298, 0.0089]"
20726,9934,autumn,1,2.1741362763915544,184.3266,3.6,fruits_and_vegetables,3934.4341333333336,4,-0.03579003813707194,3,6,"(-0.0686, -0.0298]"
22470,9904,winter,1,3.275264270613108,166.28333333333333,15.683333333333332,baking_goods,2718.6833333333334,3,0.010108268885394638,0,0,"(0.0089, 0.0476]"
22699,9878,spring,1,3.6514852398523985,259.1819142857143,10.385714285714286,snack_foods,3255.952228571429,1,0.04190384840408373,1,13,"(0.0089, 0.0476]"
20723,9798,summer,1,1.2002876712328765,120.044,9.7,snack_foods,4434.228,18,0.20262750611059782,2,13,"(0.164, 0.203]"
20712,9773,autumn,1,2.9266168009205984,185.51534285714288,2.485714285714286,seafood,3078.278742857143,7,-0.020123534619483158,3,12,"(-0.0298, 0.0089]"
22489,9721,autumn,1,0.5400669642857142,196.79433333333336,7.783333333333334,baking_goods,3109.840833333333,15,-0.053335831318093455,3,0,"(-0.0686, -0.0298]"
22356,9721,autumn,1,1.2472105263157895,105.84228571428571,1.7857142857142858,others,1308.7725714285714,1,-0.077441191898035,3,11,"(-0.107, -0.0686]"
22610,9608,autumn,1,0.38766055045871556,120.81559999999999,4.4,fruits_and_vegetables,2496.21736,4,-0.12315319499231259,3,6,"(-0.146, -0.107]"
84347,9476,autumn,1,3.4023991507430997,122.94800000000001,10.775,snack_foods,2494.2532499999998,13,0.13023561454896784,3,13,"(0.125, 0.164]"
21703,9390,autumn,1,0.495738255033557,145.51106666666666,9.2,breads,2854.506533333333,12,0.13843460241295272,3,1,"(0.125, 0.164]"
22077,9183,autumn,1,2.206122448979592,123.323,0.8666666666666667,others,1786.0085,6,0.03104684949072195,3,11,"(0.0089, 0.0476]"
22457,9172,winter,1,3.585977830562154,196.351,3.0,fruits_and_vegetables,3181.8582,3,-0.004490558678677681,0,6,"(-0.0298, 0.0089]"
22988,9151,winter,1,1.4862962962962964,254.7214,4.08,canned,3723.0204400000002,1,-0.017186183904603997,0,3,"(-0.0298, 0.0089]"
82482,9006,autumn,1,3.1016561656165615,64.45965714285714,5.985714285714286,soft_drinks,1232.681142857143,90,-0.04965668113601823,3,14,"(-0.0686, -0.0298]"
22909,8987,autumn,1,0.9888941548183254,165.8242,1.5,snack_foods,2851.48824,10,0.037615096907075346,3,13,"(0.0089, 0.0476]"
84970S,8905,spring,1,1.1395555555555557,175.5387333333333,10.066666666666666,household,3443.7395333333334,1,0.04158077299357902,1,9,"(0.0089, 0.0476]"
16045,8900,autumn,1,0.043478260869565216,120.3598,11.283333333333333,breads,1968.3267333333333,1,0.014411456517264765,3,1,"(0.0089, 0.0476]"
21787,8878,autumn,1,1.0523694779116464,117.36500000000001,2.05,meat,1427.30875,1,0.019985326972061162,3,10,"(0.0089, 0.0476]"
23301,8825,autumn,1,1.9420626349892007,95.4552,5.8,soft_drinks,1342.2527999999998,2,-0.05605846601910539,3,14,"(-0.0686, -0.0298]"
21985,8803,winter,1,0.41626728110599076,56.110533333333336,2.783333333333333,fruits_and_vegetables,503.3448,1,-0.02443394451495291,0,6,"(-0.0298, 0.0089]"
21094,8758,spring,1,0.9860338345864661,88.4606,12.25,baking_goods,1142.5128,27,0.06515324901662213,1,0,"(0.0476, 0.0864]"
22960,8717,winter,1,5.067425569176883,225.87199999999999,21.849999999999998,soft_drinks,4074.696,2,-0.08333445673872747,0,14,"(-0.107, -0.0686]"
84947,8706,autumn,1,1.46601108033241,86.22542857142857,2.142857142857143,dairy,1384.8639999999998,4,0.05546817070012569,3,4,"(0.0476, 0.0864]"
22558,8689,winter,1,1.8319590268886043,112.60266666666666,7.166666666666667,soft_drinks,1546.8753333333334,1,-0.0052526438212908665,0,14,"(-0.0298, 0.0089]"
22385,8684,autumn,1,2.6441260744985673,258.74620000000004,1.3,household,3625.9468,1,-0.04145879647536524,3,9,"(-0.0686, -0.0298]"
23298,8644,summer,1,5.507712082262211,191.2596,10.925,frozen_foods,2531.87095,2,0.052424816574439696,2,5,"(0.0476, 0.0864]"
23232,8626,autumn,1,0.4175308641975308,113.1202,5.75,others,2784.87495,2,0.013917839913959125,3,11,"(0.0089, 0.0476]"
21497,8600,autumn,1,0.4182758620689655,165.1842,6.075,health_and_hygiene,1492.0578,1,0.03640039239170136,3,8,"(0.0089, 0.0476]"
22326,8560,autumn,1,3.4597319034852547,114.4176,9.16,dairy,1832.2815999999998,2,0.0365554265506282,3,4,"(0.0089, 0.0476]"
22865,8549,autumn,1,2.351698670605613,35.00168571428571,4.457142857142857,health_and_hygiene,564.5984,1,0.04893804407536702,3,8,"(0.0476, 0.0864]"
22741,8547,autumn,1,1.107905982905983,237.0906,4.0,health_and_hygiene,4040.7402,30,-0.05148099370856316,3,8,"(-0.0686, -0.0298]"
23293,8486,autumn,1,1.061832740213523,125.3204,24.325,snack_foods,2002.7264,1,-0.012851333962661044,3,13,"(-0.0298, 0.0089]"
22417,8426,autumn,1,0.7649530956848031,229.026,2.5,fruits_and_vegetables,3100.9635,16,-0.016845088136297977,3,6,"(-0.0298, 0.0089]"
23309,8332,autumn,1,0.7388372093023255,120.87646666666667,8.783333333333333,snack_foods,2671.300566666667,1,0.020047001740347237,3,13,"(0.0089, 0.0476]"
22666,8297,autumn,1,3.677325684024713,191.7362,5.76,household,2193.54468,7,-0.08670603447561692,3,9,"(-0.107, -0.0686]"
22189,8291,autumn,1,4.447984934086629,265.45506666666665,9.533333333333333,health_and_hygiene,3533.1786666666667,4,-0.09455644309432229,3,8,"(-0.107, -0.0686]"
85152,8274,autumn,1,2.3535087719298247,178.8002,4.66,fruits_and_vegetables,3116.34348,1,-0.010425443877276988,3,6,"(-0.0298, 0.0089]"
22029,8185,autumn,1,0.5240377358490567,183.96079999999998,16.75,meat,3950.8572,3,0.024322484195632328,3,10,"(0.0089, 0.0476]"
22560,8168,autumn,1,1.4219487179487178,117.93231428571428,7.228571428571428,snack_foods,1228.9716857142855,4,0.04419673500603849,3,13,"(0.0089, 0.0476]"
21891,8146,autumn,1,1.5842022471910113,34.127228571428574,10.357142857142858,snack_foods,455.9778857142857,4,-0.09934606558641665,3,13,"(-0.107, -0.0686]"
22467,8132,autumn,1,2.8710443490701,151.4508857142857,5.671428571428571,frozen_foods,2461.367485714286,2,0.037470355738754006,3,5,"(0.0089, 0.0476]"
23076,8100,autumn,1,1.3499280575539567,150.0508,12.38,snack_foods,2257.062,1,0.112674526488292,3,13,"(0.0864, 0.125]"
22551,8082,autumn,1,1.8615384615384614,105.6214,2.65,household,499.6829,1,-0.010827688355425412,3,9,"(-0.0298, 0.0089]"
22791,8027,autumn,1,1.5092592592592593,236.8581333333333,2.5666666666666664,snack_foods,3397.3554666666664,1,0.04281831432711869,3,13,"(0.0089, 0.0476]"
23230,8001,spring,1,0.4173728813559322,59.1654,4.875,frozen_foods,1025.3319999999999,1,0.08095695356252186,1,5,"(0.0476, 0.0864]"
23204,7976,summer,1,1.1219453924914675,239.75379999999998,21.400000000000002,fruits_and_vegetables,4606.781166666667,1,0.03106539787051263,2,6,"(0.0089, 0.0476]"
84692,7915,autumn,1,0.6706666666666666,130.8168,7.279999999999999,fruits_and_vegetables,3392.9168,4,0.04183178739506563,3,6,"(0.0089, 0.0476]"
21791,7890,autumn,1,1.5025081433224756,59.144600000000004,14.040000000000001,frozen_foods,1112.15232,36,-0.0626670447767418,3,5,"(-0.0686, -0.0298]"
21733,7882,winter,1,3.1590526315789473,88.88473333333334,5.811111111111111,household,1652.9594666666667,6,0.008128993336940973,0,9,"(-0.0298, 0.0089]"
21914,7879,autumn,1,1.430652528548124,78.1386,6.32,fruits_and_vegetables,1168.479,1,-0.058444956464807435,3,6,"(-0.0686, -0.0298]"
23207,7851,summer,1,1.986075619295958,128.45940000000002,6.26,fruits_and_vegetables,1413.4933999999998,5,0.02209492463565633,2,6,"(0.0089, 0.0476]"
22727,7815,autumn,1,4.389050279329609,121.09551428571429,2.8857142857142857,fruits_and_vegetables,2151.9607142857144,3,-0.024915555206026785,3,6,"(-0.0298, 0.0089]"
22554,7813,autumn,1,1.9077348066298343,207.28379999999999,1.6800000000000002,canned,3892.7994400000002,3,-0.04071359230666848,3,3,"(-0.0686, -0.0298]"
21982,7612,autumn,1,0.47137466307277626,226.40359999999998,2.7,fruits_and_vegetables,3700.1835,1,0.0007160199017830752,3,6,"(-0.0298, 0.0089]"
22090,7588,spring,1,3.77304347826087,172.52553333333333,3.0,baking_goods,4339.795366666666,10,0.0413014395853391,1,0,"(0.0089, 0.0476]"
82583,7562,autumn,1,2.912003129890454,44.5286,14.819999999999999,soft_drinks,802.9548000000001,4,-0.00279869289709267,3,14,"(-0.0298, 0.0089]"
22951,7518,autumn,1,0.6718543046357617,99.1292,4.2,snack_foods,1599.667725,1,-0.038071508354939776,3,13,"(-0.0686, -0.0298]"
22720,7507,autumn,1,5.82097073518915,144.1944,19.924999999999997,hard_drinks,2286.0243,18,0.06955769927108817,3,7,"(0.0476, 0.0864]"
22966,7448,autumn,1,1.4500725689404934,36.09042857142857,14.985714285714286,household,570.2101428571428,3,0.022440920288611263,3,9,"(0.0089, 0.0476]"
20972,7362,autumn,1,1.4220760697305865,84.13365714285715,14.114285714285716,fruits_and_vegetables,1725.7536,1,0.0350978745816163,3,6,"(0.0089, 0.0476]"
84988,7312,winter,1,2.1415594541910328,153.48399999999998,3.8,dairy,957.0875,22,-0.0023921784674876705,0,4,"(-0.0298, 0.0089]"
22697,7304,spring,1,3.8118791946308725,144.7036,14.2625,fruits_and_vegetables,2781.21305,4,-0.006975911694993083,1,6,"(-0.0298, 0.0089]"
23231,7277,autumn,1,0.41907692307692307,64.1568,19.72,fruits_and_vegetables,997.10208,1,-0.03843863959173704,3,6,"(-0.0686, -0.0298]"
M,7230,autumn,1,226.62455657492353,62.644400000000005,23.05,fruits_and_vegetables,1284.82755,1,-0.0008093804624404526,3,6,"(-0.0298, 0.0089]"
16161P,7226,summer,1,0.41943775100401604,60.181999999999995,3.6800000000000006,canned,1042.6428,1,-0.03846805243640158,2,3,"(-0.0686, -0.0298]"
21918,7210,autumn,1,0.5179411764705881,51.020799999999994,4.42,canned,728.65152,35,-0.09868825238078835,3,3,"(-0.107, -0.0686]"
23200,7171,autumn,1,2.4238971807628524,128.4678,16.6,snack_foods,2034.6848,1,-0.043838925573577214,3,13,"(-0.0686, -0.0298]"
21086,7137,spring,1,0.9575626423690206,211.1744,2.1,health_and_hygiene,2364.2558,1,0.04213530093492255,1,8,"(0.0089, 0.0476]"
75049L,7114,spring,1,1.6716587677725117,98.45506666666667,1.2166666666666668,frozen_foods,1248.1530666666667,8,-0.0347744644548704,1,5,"(-0.0686, -0.0298]"
20974,6983,autumn,1,0.7512261580381471,58.47286666666667,5.8999999999999995,snack_foods,1155.4959,29,-0.03542956334691077,3,13,"(-0.0686, -0.0298]"
21499,6952,summer,1,0.41697247706422014,116.0584,20.75,canned,1871.73025,4,0.04875672606216439,2,3,"(0.0476, 0.0864]"
22740,6931,spring,1,1.1283040935672515,198.3426,7.6,baking_goods,2966.1389999999997,1,0.045076275305167904,1,0,"(0.0089, 0.0476]"
82494L,6916,autumn,1,3.257310195227766,37.9256,10.3125,hard_drinks,602.465775,2,0.03582765116799142,3,7,"(0.0089, 0.0476]"
22379,6910,winter,1,3.181827814569537,254.00226666666666,2.6666666666666665,snack_foods,3730.255466666667,2,-0.022390660119330368,0,13,"(-0.0298, 0.0089]"
21829,6885,summer,1,0.2607142857142857,184.5866,1.9,fruits_and_vegetables,3577.87604,1,0.07745851578897017,2,6,"(0.0476, 0.0864]"
23170,6869,autumn,1,2.0747533632286994,245.89686666666668,7.883333333333333,dairy,2743.4289000000003,2,0.05163652236815325,3,4,"(0.0476, 0.0864]"
22328,6847,autumn,1,3.270403361344538,163.3352857142857,2.8857142857142857,others,2260.391,2,-0.08186403697017977,3,11,"(-0.107, -0.0686]"
23078,6831,autumn,1,1.4267315175097277,42.991285714285716,3.185714285714286,hard_drinks,766.6211428571429,2,-0.008354762277844143,3,7,"(-0.0298, 0.0089]"
23300,6827,autumn,1,1.906416558861578,116.49919999999999,1.0,health_and_hygiene,1892.2035999999998,5,0.12050602611975958,3,8,"(0.0864, 0.125]"
22595,6801,autumn,1,1.0269327731092437,155.03140000000002,7.08,meat,3071.6017199999997,1,-0.0313182655173514,3,10,"(-0.0686, -0.0298]"
71477,6764,autumn,1,3.9732923076923075,230.60680000000002,8.58,dairy,3593.7220800000005,2,0.009228631374914656,3,4,"(0.0089, 0.0476]"
22065,6763,autumn,1,1.048988326848249,107.79293333333334,1.6666666666666667,fruits_and_vegetables,970.7364000000001,2,0.0769872778707222,3,6,"(0.0476, 0.0864]"
22662,6724,autumn,1,1.9310028653295128,145.751,4.05,snack_foods,2160.521,8,0.04801885743690783,3,13,"(0.0476, 0.0864]"
21980,6687,autumn,1,0.4059333333333333,104.85560000000001,3.0,meat,2064.47935,3,0.07270598766992138,3,10,"(0.0476, 0.0864]"
20975,6645,autumn,1,0.7329569892473119,244.8236,4.375,frozen_foods,5314.58205,3,0.057988248097588596,3,5,"(0.0476, 0.0864]"
22866,6640,autumn,1,2.313219178082192,51.02937142857143,4.0,snack_foods,571.0661714285715,65,-0.012496396844044593,3,13,"(-0.0298, 0.0089]"
22771,6635,spring,1,1.5626651982378856,127.3836,5.975,household,3068.0064,3,-0.03287941468860611,1,9,"(-0.0686, -0.0298]"
21121,6634,autumn,1,1.3695876288659794,111.0886,17.5,canned,1178.59916,15,0.02862259675061382,3,3,"(0.0089, 0.0476]"
15034,6591,autumn,1,0.3739855072463768,265.45506666666665,9.533333333333333,health_and_hygiene,3533.1786666666667,5,0.018164269494198765,3,8,"(0.0089, 0.0476]"
22907,6587,spring,1,0.9877809388335703,168.08073333333334,21.483333333333334,breakfast,3368.9480000000003,18,-0.03607152320268091,1,2,"(-0.0686, -0.0298]"
22418,6564,autumn,1,1.0559561128526644,51.189542857142854,2.742857142857143,fruits_and_vegetables,630.6077142857142,6,-0.004897637299258737,3,6,"(-0.0298, 0.0089]"
22045,6552,autumn,1,0.41866028708133973,245.94686666666666,6.033333333333334,household,3439.5228,1,-0.013335500494205652,3,9,"(-0.0298, 0.0089]"
